Village_ID,Reference Number,Audited?,Audit Status,State,District,Block / Taluk,Gram Panchayat,Village Name,Date of Survey,Estimated Trees,Observed Trees,Harvestable %,Avg Age of Trees,Fruiting %,Plantation Type,Latitude,Longitude,GPS Entry Used,Max Capacity (kg),Sourced So Far (kg),Remaining Capacity (kg)
Karnataka_Chikkaballapura_Chintamani_Talagawara_Talagavara,fm11yq2a,No,Approved,Karnataka,Chikkaballapura,Chintamani,Talagawara,Talagavara,2024-11-26,2000,500,90,Below 8 years,40,Riverbank,13.3227761,77.9890017,Entry 4,6000.0,0.0,6000.0
Karnataka_Chikkaballapura_Chintamani_Talagawara_Vaddihalli,fm64ywsx,No,Approved,Karnataka,Chikkaballapura,Chintamani,Talagawara,Vaddihalli,2024-11-26,800,300,90,Between 8 to 40 years,70,Avenue,13.3183741,77.9372921,Entry 4,2400.0,0.0,2400.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Amitiganahalli,fm4n64jy,No,Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Amitiganahalli,2024-11-20,200,70,80,Between 8 to 40 years,60, Field Bund,13.4045692,77.9984329,Entry 4,600.0,0.0,600.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Bommekallu,fm1ve5im,Yes,Audit Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Bommekallu,2024-11-20,2600,500,90,Between 8 to 40 years,60, Field Bund,13.399399,77.9845918,Entry 4,7800.0,0.0,7800.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Chikkakondrahalli,fmtxuhax,No,Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Chikkakondrahalli,2024-11-20,250,100,90,Between 8 to 40 years,60, Field Bund,13.3784322,77.9983349,Entry 4,750.0,0.0,750.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Chorapalli,fmolgoco,No,Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Chorapalli,2024-11-19,200,50,90,Below 8 years,40,Avenue,13.4075397,78.0200004,Entry 4,600.0,0.0,600.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Doddakondrahalli,fmw6di6b,No,Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Doddakondrahalli,2024-11-20,150,50,90,Below 8 years,50, Field Bund,13.3735622,77.9950061,Entry 4,450.0,0.0,450.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Gubalahalli,fmehfs84,No,Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Gubalahalli,2024-11-20,400,100,90,Between 8 to 40 years,70, Field Bund,13.3728406,77.9965059,Entry 4,1200.0,0.0,1200.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Kempadenahalli,fm6d66me,Yes,Audit Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Kempadenahalli,2024-11-20,500,150,90,Between 8 to 40 years,60, Field Bund,13.3791423,77.9880289,Entry 4,1500.0,0.0,1500.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Thinakallu,fmsduxwn,Yes,Audit Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Thinakallu,2024-11-20,1000,200,90,Between 8 to 40 years,60, Field Bund,13.3997306,77.9644861,Entry 4,3000.0,0.0,3000.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Upparapete,fm6nnvq2,No,Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Upparapete,2024-11-19,250,50,80,Between 8 to 40 years,50, Field Bund,13.4026956,78.0032463,Entry 4,750.0,0.0,750.0
Karnataka_Chikkaballapura_Chintamani_Upparapet_Vaddahalli,fmc82ygx,No,Approved,Karnataka,Chikkaballapura,Chintamani,Upparapet,Vaddahalli,2024-11-20,400,100,90,Between 8 to 40 years,60, Field Bund,13.384571,78.0063338,Entry 4,1200.0,0.0,1200.0
Karnataka_Chikkaballapura_Chintamani_Yagavakote_Bandarlahalli,fmc5givi,No,Approved,Karnataka,Chikkaballapura,Chintamani,Yagavakote,Bandarlahalli,2024-11-29,200,50,80,Between 8 to 40 years,60, Field Bund,13.3095744,78.0588869,Entry 4,600.0,0.0,600.0
Karnataka_Chikkaballapura_Chintamani_Yagavakote_Naravamakalahalli,fmzk3361,No,Approved,Karnataka,Chikkaballapura,Chintamani,Yagavakote,Naravamakalahalli,2024-11-27,400,100,90,Between 8 to 40 years,40, Field Bund,13.5131034,78.1333293,Entry 4,1200.0,0.0,1200.0
Karnataka_Chikkaballapura_Chintamani_Yenigadele_Kanchinayakanahalli,fmttw6nf,No,Approved,Karnataka,Chikkaballapura,Chintamani,Yenigadele,Kanchinayakanahalli,2024-11-28,150,50,90,Below 8 years,40, Field Bund,13.5699082,78.1639724,Entry 4,450.0,0.0,450.0
Karnataka_Chikkaballapura_Gauribidanur_Alakapura_Alakapura,fmwt5o2u,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Alakapura,Alakapura,2024-09-13,110,40,80,Between 8 to 40 years,60, Field Bund,13.5631161,77.5162987,Entry 4,330.0,0.0,330.0
Karnataka_Chikkaballapura_Gauribidanur_Alakapura_Hanumenahalli,fmz8u8zp,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Alakapura,Hanumenahalli,2024-09-25,270,70,80,Below 8 years,40,Forest,13.7041858,77.593447,Entry 4,810.0,0.0,810.0
Karnataka_Chikkaballapura_Gauribidanur_Alakapura_Nandiganahalli,fmnjzpbx,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Alakapura,Nandiganahalli,2024-09-13,130,60,80,Below 8 years,70,Block Plantation,13.5550268,77.5300176,Entry 4,390.0,0.0,390.0
Karnataka_Chikkaballapura_Gauribidanur_Alakapura_Pothenahalli,fmbezov9,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Alakapura,Pothenahalli,2024-09-24,140,40,80,Below 8 years,40,Avenue,13.5211029,77.5197438,Entry 4,420.0,0.0,420.0
Karnataka_Chikkaballapura_Gauribidanur_Alakapura_Rayarekalahalli,fmbjlavl,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Alakapura,Rayarekalahalli,2024-09-13,180,50,80,Between 8 to 40 years,70,Riverbank,13.5537203,77.5404749,Entry 4,540.0,0.0,540.0
Karnataka_Chikkaballapura_Gauribidanur_B.Bommasandra_B.Bommasandra,fmc5trj9,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,B.Bommasandra,B.Bommasandra,2024-08-30,1050,300,90,Below 8 years,70,Avenue,13.6161829,77.582125,Entry 4,3150.0,0.0,3150.0
Karnataka_Chikkaballapura_Gauribidanur_B.Bommasandra_Middilu,fm230jsa,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,B.Bommasandra,Middilu,2024-09-05,110,40,80,Below 8 years,60, Field Bund,13.6266643,77.6308049,Entry 4,330.0,0.0,330.0
Karnataka_Chikkaballapura_Gauribidanur_B.Bommasandra_Venkatapura,fmuyx45l,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,B.Bommasandra,Venkatapura,2024-08-30,180,30,60,Below 8 years,40,Forest,13.5987111,77.6230847,Entry 4,540.0,0.0,540.0
Karnataka_Chikkaballapura_Gauribidanur_Bevinahalli_Chikkamallekere,fmu8ajsv,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Bevinahalli,Chikkamallekere,2024-09-10,460,90,80,Below 8 years,50, Field Bund,13.497032,77.4963223,Entry 4,1380.0,0.0,1380.0
Karnataka_Chikkaballapura_Gauribidanur_Bevinahalli_Kamaganahalli,fmcph692,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Bevinahalli,Kamaganahalli,2024-10-07,250,80,70,Below 8 years,60,Forest,13.5067481,77.4674964,Entry 4,750.0,0.0,750.0
Karnataka_Chikkaballapura_Gauribidanur_Bychapura_Bychapura,fmr6iwbm,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Bychapura,Bychapura,2024-09-12,1200,500,70,Below 8 years,40,Avenue,13.6657178,77.5476425,Entry 4,3600.0,0.0,3600.0
Karnataka_Chikkaballapura_Gauribidanur_Bychapura_Gowdasandra,fmsznjuj,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Bychapura,Gowdasandra,2024-09-17,50,30,70,Below 8 years,50, Field Bund,13.6759337,77.5161917,Entry 4,150.0,0.0,150.0
Karnataka_Chikkaballapura_Gauribidanur_Bychapura_Huchodanahalli,fm87o0g9,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Bychapura,Huchodanahalli,2024-09-18,280,80,80,Between 8 to 40 years,50, Field Bund,13.7009029,77.5312453,Entry 4,840.0,0.0,840.0
Karnataka_Chikkaballapura_Gauribidanur_Bychapura_Konapura,fml436lf,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Bychapura,Konapura,2024-09-12,120,30,70,Below 8 years,40, Field Bund,13.6982624,77.5519869,Entry 4,360.0,0.0,360.0
Karnataka_Chikkaballapura_Gauribidanur_Bychapura_Nasakuntahalli,fm4v8p81,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Bychapura,Nasakuntahalli,2024-09-12,50,20,60,Between 8 to 40 years,60, Field Bund,13.6886811,77.5470638,Entry 4,150.0,0.0,150.0
Karnataka_Chikkaballapura_Gauribidanur_Bychapura_Virupasandra,fmz8tqxv,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Bychapura,Virupasandra,2024-09-16,600,85,80,Below 8 years,70, Field Bund,13.6635298,77.5755903,Entry 4,1800.0,0.0,1800.0
Karnataka_Chikkaballapura_Gauribidanur_Chikkakurugodu_Chikkakurugodu,fmqki8rt,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Chikkakurugodu,Chikkakurugodu,2024-09-17,210,40,80,Below 8 years,60, Field Bund,13.6660127,77.5086587,Entry 4,630.0,0.0,630.0
Karnataka_Chikkaballapura_Gauribidanur_Chikkakurugodu_Devarahosahalli,fmgzn62l,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Chikkakurugodu,Devarahosahalli,2024-09-17,60,40,80,Below 8 years,50,Riverbank,13.6509862,77.5091656,Entry 4,180.0,0.0,180.0
Karnataka_Chikkaballapura_Gauribidanur_Chikkakurugodu_Kalludi,fmztfawn,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Chikkakurugodu,Kalludi,2024-09-12,700,150,80,Between 8 to 40 years,50, Field Bund,13.6389338,77.518819,Entry 4,2100.0,0.0,2100.0
Karnataka_Chikkaballapura_Gauribidanur_Chikkakurugodu_Ramachandrapura,fm4z45p3,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Chikkakurugodu,Ramachandrapura,2024-09-12,50,30,80,Between 8 to 40 years,50, Field Bund,13.6548359,77.5455071,Entry 4,150.0,0.0,150.0
Karnataka_Chikkaballapura_Gauribidanur_Darinayakanapalya_Anagattahalli,fm8wrrsx,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Darinayakanapalya,Anagattahalli,2024-09-09,250,40,80,Between 8 to 40 years,60, Field Bund,13.652759,77.6227495,Entry 4,750.0,0.0,750.0
Karnataka_Chikkaballapura_Gauribidanur_Darinayakanapalya_Bachareddyhalli,fm6z7asm,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Darinayakanapalya,Bachareddyhalli,2024-09-05,430,50,70,Below 8 years,50, Field Bund,13.6495218,77.627617,Entry 4,1290.0,0.0,1290.0
Karnataka_Chikkaballapura_Gauribidanur_Darinayakanapalya_Gulaganjihalli,fmhgf8ed,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Darinayakanapalya,Gulaganjihalli,2024-09-05,1200,150,70,Below 8 years,60, Field Bund,13.6357217,77.6344053,Entry 4,3600.0,0.0,3600.0
Karnataka_Chikkaballapura_Gauribidanur_Darinayakanapalya_Pulamakalahalli,fmh4cd6k,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Darinayakanapalya,Pulamakalahalli,2024-09-05,830,150,70,Below 8 years,50, Field Bund,13.651739,77.6358974,Entry 4,2490.0,0.0,2490.0
Karnataka_Chikkaballapura_Gauribidanur_Darinayakanapalya_Shyamannana_Kere,fm3fnjza,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Darinayakanapalya,Shyamannana Kere,2024-08-30,180,30,80,Between 8 to 40 years,60, Field Bund,13.6237468,77.5950714,Entry 4,540.0,0.0,540.0
Karnataka_Chikkaballapura_Gauribidanur_Darinayakanapalya_Vaddenahalli,fmoe9rjr,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Darinayakanapalya,Vaddenahalli,2024-09-09,460,80,80,Below 8 years,50, Field Bund,13.6373941,77.6109214,Entry 4,1380.0,0.0,1380.0
Karnataka_Chikkaballapura_Gauribidanur_Doddakurugodu_H.Nagasandra,fmkkvgf0,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Doddakurugodu,H.Nagasandra,2024-09-17,300,80,80,Below 8 years,50, Field Bund,13.6353467,77.5069215,Entry 4,900.0,0.0,900.0
Karnataka_Chikkaballapura_Gauribidanur_Doddakurugodu_Malenahalli,fm6ios98,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Doddakurugodu,Malenahalli,2024-10-04,1500,500,90,Between 8 to 40 years,80,Avenue,13.6346378,77.4865408,Entry 4,4500.0,0.0,4500.0
Karnataka_Chikkaballapura_Gauribidanur_Doddakurugodu_Yerrahalli,fmpdo2hd,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Doddakurugodu,Yerrahalli,2024-09-17,60,30,70,Below 8 years,50, Field Bund,13.6783689,77.5137068,Entry 4,180.0,0.0,180.0
Karnataka_Chikkaballapura_Gauribidanur_G._Bommsandra_G.Bommasandra,fmigdvd4,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Bommsandra,G.Bommasandra,2024-09-06,120,25,80,Between 8 to 40 years,70, Field Bund,13.5564713,77.5031489,Entry 4,360.0,0.0,360.0
Karnataka_Chikkaballapura_Gauribidanur_G._Bommsandra_Kuntachikkanahalli,fm1pq61j,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Bommsandra,Kuntachikkanahalli,2024-09-10,130,40,70,Below 8 years,60,Avenue,13.5488181,77.5010524,Entry 4,390.0,0.0,390.0
Karnataka_Chikkaballapura_Gauribidanur_G._Bommsandra_Mallasandra,fmfxf1fp,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Bommsandra,Mallasandra,2024-09-10,340,80,70,Below 8 years,60,Avenue,13.5325646,77.4952636,Entry 4,1020.0,0.0,1020.0
Karnataka_Chikkaballapura_Gauribidanur_G._Bommsandra_Reddydyavarahalli,fmzqu7n4,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Bommsandra,Reddydyavarahalli,2024-09-10,100,20,60,Below 8 years,40,Forest,13.5350721,77.5095024,Entry 4,300.0,0.0,300.0
Karnataka_Chikkaballapura_Gauribidanur_G._Kothur_Chikkamallenahalli,fmgwl9tb,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Kothur,Chikkamallenahalli,2024-10-05,1200,500,80,Below 8 years,40,Block Plantation,13.7030663,77.6650135,Entry 4,3600.0,0.0,3600.0
Karnataka_Chikkaballapura_Gauribidanur_G._Kothur_Cholasettyhalli,fm59qcq2,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Kothur,Cholasettyhalli,2024-10-08,350,80,80,Below 8 years,60,Forest,13.720643,77.6912977,Entry 4,1050.0,0.0,1050.0
Karnataka_Chikkaballapura_Gauribidanur_G._Kothur_Kodihalli,fmaix10h,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Kothur,Kodihalli,2024-10-05,150,40,80,Below 8 years,50, Field Bund,13.71795,77.6650703,Entry 4,450.0,0.0,450.0
Karnataka_Chikkaballapura_Gauribidanur_G._Kothur_Kothur,fmqcct09,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Kothur,Kothur,2024-09-28,600,150,70,Below 8 years,50,Forest,13.4404967,77.5276084,Entry 4,1800.0,0.0,1800.0
Karnataka_Chikkaballapura_Gauribidanur_G._Kothur_Narlahalli,fm1l1gxm,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,G. Kothur,Narlahalli,2024-10-05,250,80,90,Below 8 years,50,Forest,13.709775,77.6635673,Entry 4,750.0,0.0,750.0
Karnataka_Chikkaballapura_Gauribidanur_Gangasandra_Gangasandra,fm9qdxxn,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gangasandra,Gangasandra,2024-09-02,120,50,80,Below 8 years,50, Field Bund,13.6083723,77.5477832,Entry 4,360.0,0.0,360.0
Karnataka_Chikkaballapura_Gauribidanur_Gangasandra_Gotakanapura,fmxve7jn,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gangasandra,Gotakanapura,2024-08-30,260,70,90,Below 8 years,40,Block Plantation,13.6159711,77.5400902,Entry 4,780.0,0.0,780.0
Karnataka_Chikkaballapura_Gauribidanur_Gangasandra_Puttapurlahalli,fmpqvf0b,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Gangasandra,Puttapurlahalli,2024-09-12,700,200,80,Between 8 to 40 years,50, Field Bund,13.6362172,77.5375473,Entry 4,2100.0,0.0,2100.0
Karnataka_Chikkaballapura_Gauribidanur_Gangasandra_Saganahalli,fmyogejb,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gangasandra,Saganahalli,2024-08-30,400,100,50,Below 8 years,90, Field Bund,13.6133571,77.5610773,Entry 4,1200.0,0.0,1200.0
Karnataka_Chikkaballapura_Gauribidanur_Gedare_Dinamagattanahalli,fm2vsrp7,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gedare,Dinamagattanahalli,2024-09-10,180,40,70,Between 8 to 40 years,50,Riverbank,13.5760408,77.4765834,Entry 4,540.0,0.0,540.0
Karnataka_Chikkaballapura_Gauribidanur_Gedare_Gedare,fmxhe3ns,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gedare,Gedare,2024-10-07,80,30,80,Below 8 years,40,Forest,13.5359318,77.4739215,Entry 4,240.0,0.0,240.0
Karnataka_Chikkaballapura_Gauribidanur_Gedare_Kachamachanahalli,fm4uh1dy,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gedare,Kachamachanahalli,2024-09-06,280,60,70,Below 8 years,50,Riverbank,13.5680835,77.4605357,Entry 4,840.0,0.0,840.0
Karnataka_Chikkaballapura_Gauribidanur_Gedare_Kenkere,fm31uhrq,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gedare,Kenkere,2024-09-10,150,30,70,Below 8 years,40, Field Bund,13.5745567,77.4686852,Entry 4,450.0,0.0,450.0
Karnataka_Chikkaballapura_Gauribidanur_Gedare_Kondapura,fmyjr3wl,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gedare,Kondapura,2024-10-07,80,20,70,Below 8 years,50,Forest,13.5221004,77.4725577,Entry 4,240.0,0.0,240.0
Karnataka_Chikkaballapura_Gauribidanur_Gedare_Narasimhanahalli,fm8ovqdq,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gedare,Narasimhanahalli,2024-09-06,410,60,70,Between 8 to 40 years,50, Field Bund,13.5518018,77.4857191,Entry 4,1230.0,0.0,1230.0
Karnataka_Chikkaballapura_Gauribidanur_Gedare_Singanahalli,fm4dbe77,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Gedare,Singanahalli,2024-10-07,100,30,70,Below 8 years,50,Forest,13.5534044,77.4690348,Entry 4,300.0,0.0,300.0
Karnataka_Chikkaballapura_Gauribidanur_Halaganahalli_Chandanadur,fmdmm64z,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Halaganahalli,Chandanadur,2024-10-04,200,50,70,Below 8 years,50,Forest,13.6758199,77.4515133,Entry 4,600.0,0.0,600.0
Karnataka_Chikkaballapura_Gauribidanur_Halaganahalli_Halaganahalli,fmky91ml,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Halaganahalli,Halaganahalli,2024-10-04,140,40,80,Below 8 years,40, Field Bund,13.6767631,77.4681987,Entry 4,420.0,0.0,420.0
Karnataka_Chikkaballapura_Gauribidanur_Hallevur_Halevooru,fml56c7c,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hallevur,Halevooru,2024-09-25,115,40,80,Below 8 years,50, Field Bund,13.7146108,77.6002314,Entry 4,345.0,0.0,345.0
Karnataka_Chikkaballapura_Gauribidanur_Hasanpur_Kheria_Husainpura,fmr544gx,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hasanpur Kheria,Husainpura,2024-09-24,80,30,80,Below 8 years,70, Field Bund,13.504822,77.5324055,Entry 4,240.0,0.0,240.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Anudi,fmjddvg1,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Anudi,2024-09-27,190,60,80,Below 8 years,60, Field Bund,13.6276124,77.4114365,Entry 4,570.0,0.0,570.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Balerlahalli,fmhojpu2,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Balerlahalli,2024-09-28,250,100,80,Below 8 years,80, Field Bund,13.4441426,77.5249641,Entry 4,750.0,0.0,750.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Bandaminda_Gudisalu,fm0afk3t,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Bandaminda Gudisalu,2024-10-08,450,100,80,Below 8 years,50,Forest,13.7230766,77.6816788,Entry 4,1350.0,0.0,1350.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Bandaralahalli,fmn3xc24,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Bandaralahalli,2024-10-09,150,50,80,Between 8 to 40 years,50, Field Bund,13.4744597,77.5686604,Entry 4,450.0,0.0,450.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Bellavarahalli,fmrvim9p,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Bellavarahalli,2024-10-08,140,40,80,Below 8 years,70,Forest,13.7222784,77.6520701,Entry 4,420.0,0.0,420.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Bheemanahalli,fm86x9z5,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Bheemanahalli,2024-10-04,200,50,80,Below 8 years,40, Field Bund,13.6222263,77.4518586,Entry 4,600.0,0.0,600.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Bottadeppanahalli,fm8842ox,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Bottadeppanahalli,2024-10-05,220,70,80,Between 8 to 40 years,50,Forest,13.7187151,77.6601481,Entry 4,660.0,0.0,660.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Chettikunte,fmylsjot,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Chettikunte,2024-10-05,650,100,70,Below 8 years,60,Forest,13.7161545,77.6732204,Entry 4,1950.0,0.0,1950.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Chinnappareddyhalli,fmbx98o7,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Chinnappareddyhalli,2024-10-08,400,100,90,Between 8 to 40 years,70,Avenue,13.7334717,77.6563547,Entry 4,1200.0,0.0,1200.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Devarahalli,fmpri7no,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Devarahalli,2024-10-09,300,100,80,Below 8 years,60, Field Bund,13.4669924,77.5264574,Entry 4,900.0,0.0,900.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Gandhinagar,fmekm1gm,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Gandhinagar,2024-10-04,60,20,80,Between 8 to 40 years,70,Riverbank,13.668646,77.4747345,Entry 4,180.0,0.0,180.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Gundla_Kothur,fm44i4ur,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Gundla Kothur,2024-10-08,220,50,80,Below 8 years,50,Forest,13.7315515,77.6595994,Entry 4,660.0,0.0,660.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Gunibilu,fmkluy40,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Gunibilu,2024-10-10,250,50,80,Below 8 years,50, Field Bund,13.4729487,77.5896712,Entry 4,750.0,0.0,750.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Hamsandra_Jalahalli,fmhaq0tn,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Hamsandra Jalahalli,2024-09-27,90,30,80,Below 8 years,50, Field Bund,13.644662,77.4279338,Entry 4,270.0,0.0,270.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Honnappanahalli,fm3br8o8,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Honnappanahalli,2024-10-10,350,100,80,Between 8 to 40 years,60,Avenue,13.4991515,77.5788947,Entry 4,1050.0,0.0,1050.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Hudugur,fm4skyhe,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Hudugur,2024-09-16,300,80,80,Below 8 years,50, Field Bund,13.6455361,77.5602787,Entry 4,900.0,0.0,900.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Jinkalavarahalli,fmqowknr,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Jinkalavarahalli,2024-10-08,200,50,80,Below 8 years,60, Field Bund,13.7237183,77.6787733,Entry 4,600.0,0.0,600.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Kadirenahalli,fm8fqwnc,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Kadirenahalli,2024-10-03,110,30,70,Below 8 years,40, Field Bund,13.6848511,77.6227491,Entry 4,330.0,0.0,330.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Katanagenahalli,fmv270f8,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Katanagenahalli,2024-10-10,550,200,80,Below 8 years,50, Field Bund,13.5011022,77.570394,Entry 4,1650.0,0.0,1650.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Kotaldinne,fmxvhahu,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Kotaldinne,2024-09-27,200,20,80,Below 8 years,40, Field Bund,13.5974717,77.4359567,Entry 4,600.0,0.0,600.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Kulamenahalli,fm83vwl6,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Kulamenahalli,2024-10-10,800,200,70,Below 8 years,50,Forest,13.4577243,77.5636071,Entry 4,2400.0,0.0,2400.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Kurubarapalya,fm5wpr2k,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Kurubarapalya,2024-09-27,130,50,60,Below 8 years,40,Forest,13.6345574,77.3882144,Entry 4,390.0,0.0,390.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Lakkasandra,fmk3o95x,Yes,Audit Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Lakkasandra,2024-09-25,300,70,70,Below 8 years,30, Field Bund,13.6583978,77.5815772,Entry 4,900.0,0.0,900.0
Karnataka_Chikkaballapura_Gauribidanur_Hudagur_Muthagadhahalli,fm6dw9hl,No,Approved,Karnataka,Chikkaballapura,Gauribidanur,Hudagur,Muthagadhahalli,2024-09-28,200,50,90,Below 8 years,70,Avenue,13.4974498,77.5017335,Entry 4,600.0,0.0,600.0
